Academic Period,Calendar Year,Gender,Student Type,Major Type,Full_Part Time,Ethnicity,Term,Major,Age_Group
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Science,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,American Sign Language,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI AFR AMER,202420,Business Administration,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Science,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,Under 18
Spring  2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Vision Care,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,CISCO CCNA & CyberOps,50-59
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Network and Cloud Architecture,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202420,Engineering,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI AFR AMER,202420,Liberal Arts,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202420,Physical Therapist Assistant,40-49
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,25-29
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Music Business,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Mathematics,35-39
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202420,Dual Credit,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,General Science,30-34
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Criminal Justice,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202420,Health Information Technology,35-39
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Bookkeeping Specialist,50-59
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,25-29
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Welder/Welding Tech,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202420,Liberal Arts,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202420,Psychology,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,35-39
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Economics,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Engineering,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,40-49
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI-RACIAL,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,"TX Teacher EC-6, 4-8, EC-12",50-59
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,"TX Teacher EC-6, 4-8, & EC-12",18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Medical Assistant,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202420,Biology,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,50-59
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Nurs:Career Mobility-LVN - RN,50-59
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Health Professions Degree,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202420,Hotel Management,40-49
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Collision Technology,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,50-59
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Criminal Justice,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Criminal Justice,18-24
Spring  2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202420,Psychology,30-34
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,UNKNOWN,202420,Liberal Arts,Under 18
Spring  2024,2024,Male,FTIC Student,Academic,Full-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Computer Science,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Computer Science,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Mechanical Engineering,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Social Work,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,MULTI AFR AMER,202420,Liberal Arts,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,UNKNOWN,202420,Culinary Arts,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Engineering,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Professional,40-49
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Fire Science/Fire Fighting Hom,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,History,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,202420,Computer Science,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,BLACK AFR AMER,202420,Chemistry,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Engineering,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,40-49
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Info Assurance & Cybersecurity,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,English,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202420,Collision/Refinishing Tech,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Collision Technology,18-24
Spring  2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202420,Collision/Refinishing Tech,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,30-34
Spring  2024,2024,Male,Continuing Student,Technical,Full-Time,WHITE,202420,Aircraft Technician Airframe,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Histologic Technician,25-29
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Information System,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Full-Time,WHITE,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202420,Vocational Nursing,35-39
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,MULTI-RACIAL,202420,Surgical Technology,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Baking and Pastry Arts,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202420,Baking and Pastry Arts,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Veterinary Technology,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202420,Physical Therapist Assistant,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Psychology,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Radiography Technologist,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202420,Radiography Technologist,40-49
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Radiography Technologist,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,25-29
Spring  2024,2024,Female,FTIC Student,Technical,Part-Time,BLACK AFR AMER,202420,Radiography Technologist,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Construction Business Mgmt,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Nutrition,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Vocational Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202420,Welder/Welding Tech,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Radiography Technologist,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,202420,Drama,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Info Tech Cybersecurity,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,35-39
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Computer Science,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Criminal Justice,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Culinary Arts,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Psychology,18-24
Spring  2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Kinesiology,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Hlth Tech:Phlebotomy,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Engineering,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Biology,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,UNKNOWN,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Technical,Part-Time,BLACK AFR AMER,202420,Business Management,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Collision/Refinishing Tech,35-39
Spring  2024,2024,Male,Transfer Student,Technical,Full-Time,BLACK AFR AMER,202420,Refinishing Technician,40-49
Spring  2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202420,Collision Technology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Criminal Justice,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Full-Time,WHITE,202420,Business Administration,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,BLACK AFR AMER,202420,Political Science,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Art,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Art,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,35-39
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Nurs:Career Mobility-LVN - RN,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Radiography Technologist,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,18-24
